OA11CD,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,Inner_Outer
E00016483,E01003261,Lewisham 021D,E02000673,Lewisham 021,E09000023,Lewisham,Inner London
E00016484,E01003260,Lewisham 021C,E02000673,Lewisham 021,E09000023,Lewisham,Inner London
E00016485,E01003260,Lewisham 021C,E02000673,Lewisham 021,E09000023,Lewisham,Inner London
E00016486,E01003261,Lewisham 021D,E02000673,Lewisham 021,E09000023,Lewisham,Inner London
E00016487,E01003261,Lewisham 021D,E02000673,Lewisham 021,E09000023,Lewisham,Inner London
E00016488,E01003260,Lewisham 021C,E02000673,Lewisham 021,E09000023,Lewisham,Inner London
E00016489,E01003260,Lewisham 021C,E02000673,Lewisham 021,E09000023,Lewisham,Inner London
E00016490,E01003262,Lewisham 021E,E02000673,Lewisham 021,E09000023,Lewisham,Inner London
E00016491,E01003261,Lewisham 021D,E02000673,Lewisham 021,E09000023,Lewisham,Inner London
E00016492,E01003262,Lewisham 021E,E02000673,Lewisham 021,E09000023,Lewisham,Inner London
E00173944,E01003255,Lewisham 021B,E02000673,Lewisham 021,E09000023,Lewisham,Inner London
